,pos,smote,pos-smote
D_5589_FIRST_EXP_DT,0.918,0.9974444444444445,-0.07944444444444443
D_3098_FIRST_EXP_DT,0.983,1.0,-0.017000000000000015
D_7810_FIRST_EXP_DT,0.943,0.9987777777777778,-0.055777777777777815
D_7873_FIRST_EXP_DT,0.954,0.9982222222222222,-0.044222222222222274
D_4349_FIRST_EXP_DT,0.934,0.9981111111111111,-0.06411111111111101
D_4371_FIRST_EXP_DT,0.975,0.9993333333333333,-0.024333333333333318
D_3579_FIRST_EXP_DT,0.992,1.0,-0.008000000000000007
D_3331_FIRST_EXP_DT,0.975,1.0,-0.025000000000000022
D_V270_FIRST_EXP_DT,0.984,0.9995555555555555,-0.015555555555555545
D_4107_FIRST_EXP_DT,0.983,1.0,-0.017000000000000015
D_3441_FIRST_EXP_DT,0.969,0.9974444444444445,-0.028444444444444494
D_3599_FIRST_EXP_DT,0.954,0.9993333333333333,-0.04533333333333334
D_3332_FIRST_EXP_DT,0.989,1.0,-0.01100000000000001
D_3591_FIRST_EXP_DT,0.989,1.0,-0.01100000000000001
D_3592_FIRST_EXP_DT,0.995,1.0,-0.0050000000000000044
D_3590_FIRST_EXP_DT,0.993,0.9996666666666667,-0.00666666666666671
D_7373_LAST_EXP_DT,0.969,0.9995555555555555,-0.030555555555555558
D_7803_LAST_EXP_DT,0.904,0.997,-0.09299999999999997
D_7809_LAST_EXP_DT,0.819,0.99,-0.17100000000000004
D_7840_LAST_EXP_DT,0.74,0.9777777777777777,-0.23777777777777775
D_7865_LAST_EXP_DT,0.588,0.9446666666666667,-0.3566666666666667
D_7931_LAST_EXP_DT,0.911,0.9916666666666667,-0.08066666666666666
D_4659_LAST_EXP_DT,0.822,0.9675555555555555,-0.14555555555555555
D_7194_LAST_EXP_DT,0.535,0.8661111111111112,-0.33111111111111113
D_7245_LAST_EXP_DT,0.824,0.9856666666666667,-0.16166666666666674
D_V048_LAST_EXP_DT,0.742,0.9562222222222222,-0.2142222222222222
D_V761_LAST_EXP_DT,0.869,0.9713333333333334,-0.10233333333333339
D_2420_LAST_EXP_DT,0.975,0.9964444444444445,-0.021444444444444488
D_2429_LAST_EXP_DT,0.933,0.9877777777777778,-0.0547777777777777
D_2449_LAST_EXP_DT,0.817,0.9896666666666667,-0.17266666666666675
D_2724_LAST_EXP_DT,0.738,0.9613333333333334,-0.22333333333333338
D_4011_LAST_EXP_DT,0.722,0.9597777777777777,-0.23777777777777775
D_4019_LAST_EXP_DT,0.591,0.907,-0.31600000000000006
D_5308_LAST_EXP_DT,0.774,0.9844444444444445,-0.21044444444444443
D_7295_LAST_EXP_DT,0.666,0.9576666666666667,-0.29166666666666663
D_7298_LAST_EXP_DT,0.821,0.9844444444444445,-0.1634444444444445
D_V588_LAST_EXP_DT,0.888,0.9933333333333333,-0.10533333333333328
D_7225_LAST_EXP_DT,0.868,0.987,-0.119
D_7242_LAST_EXP_DT,0.725,0.9661111111111111,-0.24111111111111116
D_7862_LAST_EXP_DT,0.748,0.9575555555555556,-0.2095555555555556
D_3000_LAST_EXP_DT,0.758,0.9696666666666667,-0.21166666666666667
D_496__LAST_EXP_DT,0.901,0.9938888888888889,-0.09288888888888891
D_5188_LAST_EXP_DT,0.907,0.9952222222222222,-0.0882222222222222
D_5990_LAST_EXP_DT,0.79,0.9787777777777777,-0.1887777777777777
D_7291_LAST_EXP_DT,0.793,0.981,-0.18799999999999994
D_7806_LAST_EXP_DT,0.862,0.9957777777777778,-0.13377777777777777
D_7807_LAST_EXP_DT,0.468,0.7874444444444444,-0.31944444444444436
D_7860_LAST_EXP_DT,0.65,0.9242222222222222,-0.27422222222222215
D_7879_LAST_EXP_DT,0.814,0.9914444444444445,-0.17744444444444452
D_7890_LAST_EXP_DT,0.59,0.9444444444444444,-0.35444444444444445
D_V723_LAST_EXP_DT,0.848,0.9621111111111111,-0.11411111111111116
D_2689_LAST_EXP_DT,0.874,0.9943333333333333,-0.12033333333333329
D_7288_LAST_EXP_DT,0.653,0.9422222222222222,-0.28922222222222216
D_V586_LAST_EXP_DT,0.778,0.9868888888888889,-0.2088888888888889
D_2500_LAST_EXP_DT,0.807,0.9874444444444445,-0.1804444444444444
D_2720_LAST_EXP_DT,0.887,0.9881111111111112,-0.10111111111111115
D_2859_LAST_EXP_DT,0.852,0.9906666666666667,-0.13866666666666672
D_4010_LAST_EXP_DT,0.949,0.9995555555555555,-0.050555555555555576
D_4660_LAST_EXP_DT,0.815,0.9802222222222222,-0.16522222222222227
D_7062_LAST_EXP_DT,0.961,0.9984444444444445,-0.0374444444444445
D_V700_LAST_EXP_DT,0.744,0.9173333333333333,-0.17333333333333334
D_V726_LAST_EXP_DT,0.945,0.999,-0.05400000000000005
D_5640_LAST_EXP_DT,0.865,0.9897777777777778,-0.12477777777777777
D_7021_LAST_EXP_DT,0.931,0.9896666666666667,-0.058666666666666645
D_7231_LAST_EXP_DT,0.814,0.9891111111111112,-0.17511111111111122
D_7805_LAST_EXP_DT,0.803,0.9921111111111112,-0.18911111111111112
D_7820_LAST_EXP_DT,0.805,0.9835555555555555,-0.17855555555555547
D_4939_LAST_EXP_DT,0.876,0.9957777777777778,-0.11977777777777776
D_7812_LAST_EXP_DT,0.889,0.9956666666666667,-0.10666666666666669
D_5859_LAST_EXP_DT,0.957,0.9992222222222222,-0.04222222222222227
D_7821_LAST_EXP_DT,0.925,0.9956666666666667,-0.07066666666666666
D_7883_LAST_EXP_DT,0.925,0.9977777777777778,-0.07277777777777772
D_2962_LAST_EXP_DT,0.965,0.9995555555555555,-0.03455555555555556
D_4932_LAST_EXP_DT,0.985,1.0,-0.015000000000000013
D_462__LAST_EXP_DT,0.841,0.9873333333333333,-0.14633333333333332
D_8450_LAST_EXP_DT,0.953,0.9988888888888889,-0.04588888888888898
D_4280_LAST_EXP_DT,0.908,0.9946666666666667,-0.08666666666666667
D_5641_LAST_EXP_DT,0.957,1.0,-0.04300000000000004
D_7802_LAST_EXP_DT,0.814,0.9867777777777778,-0.1727777777777778
D_2765_LAST_EXP_DT,0.884,0.9936666666666667,-0.10966666666666669
D_2767_LAST_EXP_DT,0.938,0.9965555555555555,-0.05855555555555558
D_3449_LAST_EXP_DT,0.928,0.9965555555555555,-0.06855555555555548
D_5856_LAST_EXP_DT,0.989,0.9996666666666667,-0.010666666666666713
D_7804_LAST_EXP_DT,0.784,0.9815555555555555,-0.19755555555555548
D_7943_LAST_EXP_DT,0.868,0.9871111111111112,-0.11911111111111117
D_3382_LAST_EXP_DT,0.911,0.9922222222222222,-0.0812222222222222
D_V032_LAST_EXP_DT,0.996,1.0,-0.0040000000000000036
D_V037_LAST_EXP_DT,0.995,1.0,-0.0050000000000000044
D_V039_LAST_EXP_DT,0.997,1.0,-0.0030000000000000027
D_V040_LAST_EXP_DT,0.996,0.9993333333333333,-0.0033333333333332993
D_V045_LAST_EXP_DT,0.999,1.0,-0.0010000000000000009
D_V050_LAST_EXP_DT,1.0,1.0,0.0
D_V051_LAST_EXP_DT,1.0,1.0,0.0
D_V053_LAST_EXP_DT,0.933,0.9954444444444445,-0.062444444444444414
D_V054_LAST_EXP_DT,0.987,0.9964444444444445,-0.009444444444444478
D_V058_LAST_EXP_DT,0.991,1.0,-0.009000000000000008
D_V059_LAST_EXP_DT,0.992,1.0,-0.008000000000000007
D_V060_LAST_EXP_DT,1.0,1.0,0.0
D_V062_LAST_EXP_DT,0.999,1.0,-0.0010000000000000009
D_V063_LAST_EXP_DT,0.999,1.0,-0.0010000000000000009
D_V064_LAST_EXP_DT,0.995,0.9995555555555555,-0.004555555555555535
D_V065_LAST_EXP_DT,0.985,0.9993333333333333,-0.014333333333333309
D_V066_LAST_EXP_DT,0.996,1.0,-0.0040000000000000036
D_V068_LAST_EXP_DT,0.993,1.0,-0.007000000000000006
D_V069_LAST_EXP_DT,0.992,0.9997777777777778,-0.007777777777777772
D_2768_LAST_EXP_DT,0.567,0.748,-0.18100000000000005
D_9597_LAST_EXP_DT,0.955,0.9976666666666667,-0.04266666666666674
D_4359_LAST_EXP_DT,0.957,0.9991111111111111,-0.0421111111111111
D_V202_LAST_EXP_DT,0.924,0.9808888888888889,-0.05688888888888888
D_V741_LAST_EXP_DT,0.979,0.999,-0.020000000000000018
D_7020_LAST_EXP_DT,0.952,0.995,-0.04300000000000004
D_4556_LAST_EXP_DT,0.984,0.9983333333333333,-0.014333333333333309
D_2572_LAST_EXP_DT,0.964,0.9985555555555555,-0.03455555555555556
D_5853_LAST_EXP_DT,0.949,0.9971111111111111,-0.048111111111111104
D_6927_LAST_EXP_DT,0.987,0.9995555555555555,-0.012555555555555542
D_7230_LAST_EXP_DT,0.961,0.9995555555555555,-0.038555555555555565
D_7870_LAST_EXP_DT,0.745,0.9782222222222222,-0.23322222222222222
D_7850_LAST_EXP_DT,0.908,0.9957777777777778,-0.08777777777777773
D_4278_LAST_EXP_DT,0.885,0.9946666666666667,-0.10966666666666669
D_3339_LAST_EXP_DT,0.965,0.9988888888888889,-0.03388888888888897
D_3483_LAST_EXP_DT,0.971,0.9997777777777778,-0.02877777777777779
D_7819_LAST_EXP_DT,0.957,0.9987777777777778,-0.0417777777777778
D_7845_LAST_EXP_DT,0.962,0.9994444444444445,-0.0374444444444445
D_3275_LAST_EXP_DT,0.986,0.9997777777777778,-0.013777777777777778
D_5589_LAST_EXP_DT,0.918,0.9974444444444445,-0.07944444444444443
D_3098_LAST_EXP_DT,0.983,1.0,-0.017000000000000015
D_7810_LAST_EXP_DT,0.943,0.9987777777777778,-0.055777777777777815
D_7873_LAST_EXP_DT,0.954,0.9982222222222222,-0.044222222222222274
D_4349_LAST_EXP_DT,0.934,0.9981111111111111,-0.06411111111111101
D_4371_LAST_EXP_DT,0.975,0.9993333333333333,-0.024333333333333318
D_3579_LAST_EXP_DT,0.992,1.0,-0.008000000000000007
D_3331_LAST_EXP_DT,0.975,1.0,-0.025000000000000022
D_V270_LAST_EXP_DT,0.984,0.9995555555555555,-0.015555555555555545
D_4107_LAST_EXP_DT,0.983,1.0,-0.017000000000000015
D_3441_LAST_EXP_DT,0.969,0.9974444444444445,-0.028444444444444494
D_3599_LAST_EXP_DT,0.954,0.9993333333333333,-0.04533333333333334
D_3332_LAST_EXP_DT,0.989,1.0,-0.01100000000000001
D_3591_LAST_EXP_DT,0.989,1.0,-0.01100000000000001
D_3592_LAST_EXP_DT,0.995,1.0,-0.0050000000000000044
D_3590_LAST_EXP_DT,0.993,0.9996666666666667,-0.00666666666666671
G_012000_FIRST_EXP_DT,0.587,0.8986666666666666,-0.31166666666666665
G_034000_FIRST_EXP_DT,0.492,0.8553333333333333,-0.3633333333333333
G_040000_FIRST_EXP_DT,0.766,0.9596666666666667,-0.19366666666666665
G_050000_FIRST_EXP_DT,0.563,0.9105555555555556,-0.3475555555555556
G_160000_FIRST_EXP_DT,0.838,0.9874444444444445,-0.1494444444444445
G_221000_FIRST_EXP_DT,0.504,0.8212222222222222,-0.3172222222222222
G_272500_FIRST_EXP_DT,0.879,0.986,-0.10699999999999998
G_340000_FIRST_EXP_DT,0.747,0.9457777777777778,-0.19877777777777783
G_394000_FIRST_EXP_DT,0.694,0.9418888888888889,-0.24788888888888894
G_442010_FIRST_EXP_DT,0.665,0.9443333333333334,-0.2793333333333333
G_469920_FIRST_EXP_DT,0.847,0.9694444444444444,-0.12244444444444447
G_492700_FIRST_EXP_DT,0.588,0.9436666666666667,-0.3556666666666667
G_530000_FIRST_EXP_DT,0.846,0.9851111111111112,-0.13911111111111119
G_581800_FIRST_EXP_DT,0.829,0.9921111111111112,-0.1631111111111112
G_651000_FIRST_EXP_DT,0.604,0.9395555555555556,-0.3355555555555556
G_659900_FIRST_EXP_DT,0.679,0.9612222222222222,-0.28222222222222215
G_659917_FIRST_EXP_DT,0.41,0.7443333333333333,-0.3343333333333333
G_721000_FIRST_EXP_DT,0.86,0.9944444444444445,-0.13444444444444448
G_726000_FIRST_EXP_DT,0.595,0.9293333333333333,-0.33433333333333337
G_751000_FIRST_EXP_DT,0.561,0.8588888888888889,-0.29788888888888887
G_879910_FIRST_EXP_DT,0.922,0.9974444444444445,-0.07544444444444443
G_021000_FIRST_EXP_DT,0.674,0.9295555555555556,-0.25555555555555554
G_661000_FIRST_EXP_DT,0.453,0.8143333333333334,-0.36133333333333334
G_283000_FIRST_EXP_DT,0.956,0.9896666666666667,-0.033666666666666734
G_372000_FIRST_EXP_DT,0.814,0.9862222222222222,-0.17222222222222228
G_375000_FIRST_EXP_DT,0.85,0.9668888888888889,-0.11688888888888893
G_114070_FIRST_EXP_DT,0.831,0.9884444444444445,-0.1574444444444445
G_171000_FIRST_EXP_DT,0.794,0.9694444444444444,-0.1754444444444444
G_369918_FIRST_EXP_DT,0.959,0.9973333333333333,-0.03833333333333333
G_019900_FIRST_EXP_DT,0.705,0.9515555555555556,-0.24655555555555564
G_169900_FIRST_EXP_DT,0.723,0.9607777777777777,-0.23777777777777775
G_361000_FIRST_EXP_DT,0.753,0.9502222222222222,-0.1972222222222222
G_568510_FIRST_EXP_DT,0.981,1.0,-0.019000000000000017
G_905500_FIRST_EXP_DT,0.736,0.9573333333333334,-0.22133333333333338
G_332000_FIRST_EXP_DT,0.743,0.9506666666666667,-0.20766666666666667
G_571000_FIRST_EXP_DT,0.621,0.9423333333333334,-0.32133333333333336
G_581600_FIRST_EXP_DT,0.602,0.9263333333333333,-0.32433333333333336
G_797000_FIRST_EXP_DT,0.448,0.6962222222222222,-0.24822222222222218
G_035000_FIRST_EXP_DT,0.928,0.9957777777777778,-0.06777777777777771
G_422000_FIRST_EXP_DT,0.698,0.942,-0.244
G_439970_FIRST_EXP_DT,0.878,0.986,-0.10799999999999998
G_414000_FIRST_EXP_DT,0.786,0.9805555555555555,-0.19455555555555548
G_445050_FIRST_EXP_DT,0.905,0.996,-0.09099999999999997
G_502500_FIRST_EXP_DT,0.743,0.9715555555555555,-0.2285555555555555
G_674060_FIRST_EXP_DT,0.907,0.9968888888888889,-0.08988888888888891
G_614000_FIRST_EXP_DT,0.936,0.9981111111111111,-0.062111111111111006
G_491030_FIRST_EXP_DT,0.923,0.9954444444444445,-0.07244444444444442
G_259900_FIRST_EXP_DT,0.928,0.9914444444444445,-0.06344444444444441
G_300420_FIRST_EXP_DT,0.959,0.9992222222222222,-0.04022222222222227
G_879920_FIRST_EXP_DT,0.973,0.9981111111111111,-0.025111111111111084
G_722000_FIRST_EXP_DT,0.984,1.0,-0.016000000000000014
G_423000_FIRST_EXP_DT,0.989,1.0,-0.01100000000000001
G_371000_FIRST_EXP_DT,0.83,0.9645555555555556,-0.13455555555555565
G_352000_FIRST_EXP_DT,0.996,1.0,-0.0040000000000000036
G_012000_LAST_EXP_DT,0.587,0.8986666666666666,-0.31166666666666665
G_034000_LAST_EXP_DT,0.492,0.8553333333333333,-0.3633333333333333
G_040000_LAST_EXP_DT,0.766,0.9596666666666667,-0.19366666666666665
G_050000_LAST_EXP_DT,0.563,0.9105555555555556,-0.3475555555555556
G_160000_LAST_EXP_DT,0.838,0.9874444444444445,-0.1494444444444445
G_221000_LAST_EXP_DT,0.504,0.8212222222222222,-0.3172222222222222
G_272500_LAST_EXP_DT,0.879,0.986,-0.10699999999999998
G_340000_LAST_EXP_DT,0.747,0.9457777777777778,-0.19877777777777783
G_394000_LAST_EXP_DT,0.694,0.9418888888888889,-0.24788888888888894
G_442010_LAST_EXP_DT,0.665,0.9443333333333334,-0.2793333333333333
G_469920_LAST_EXP_DT,0.847,0.9694444444444444,-0.12244444444444447
G_492700_LAST_EXP_DT,0.588,0.9436666666666667,-0.3556666666666667
G_530000_LAST_EXP_DT,0.846,0.9851111111111112,-0.13911111111111119
G_581800_LAST_EXP_DT,0.829,0.9921111111111112,-0.1631111111111112
G_651000_LAST_EXP_DT,0.604,0.9395555555555556,-0.3355555555555556
G_659900_LAST_EXP_DT,0.679,0.9612222222222222,-0.28222222222222215
G_659917_LAST_EXP_DT,0.41,0.7443333333333333,-0.3343333333333333
G_721000_LAST_EXP_DT,0.86,0.9944444444444445,-0.13444444444444448
G_726000_LAST_EXP_DT,0.595,0.9293333333333333,-0.33433333333333337
G_751000_LAST_EXP_DT,0.561,0.8588888888888889,-0.29788888888888887
G_879910_LAST_EXP_DT,0.922,0.9974444444444445,-0.07544444444444443
G_021000_LAST_EXP_DT,0.674,0.9295555555555556,-0.25555555555555554
G_661000_LAST_EXP_DT,0.453,0.8143333333333334,-0.36133333333333334
G_283000_LAST_EXP_DT,0.956,0.9896666666666667,-0.033666666666666734
G_372000_LAST_EXP_DT,0.814,0.9862222222222222,-0.17222222222222228
G_375000_LAST_EXP_DT,0.85,0.9668888888888889,-0.11688888888888893
G_114070_LAST_EXP_DT,0.831,0.9884444444444445,-0.1574444444444445
G_171000_LAST_EXP_DT,0.794,0.9694444444444444,-0.1754444444444444
G_369918_LAST_EXP_DT,0.959,0.9973333333333333,-0.03833333333333333
G_019900_LAST_EXP_DT,0.705,0.9515555555555556,-0.24655555555555564
G_169900_LAST_EXP_DT,0.723,0.9607777777777777,-0.23777777777777775
G_361000_LAST_EXP_DT,0.753,0.9502222222222222,-0.1972222222222222
G_568510_LAST_EXP_DT,0.981,1.0,-0.019000000000000017
G_905500_LAST_EXP_DT,0.736,0.9573333333333334,-0.22133333333333338
G_332000_LAST_EXP_DT,0.743,0.9506666666666667,-0.20766666666666667
G_571000_LAST_EXP_DT,0.621,0.9423333333333334,-0.32133333333333336
G_581600_LAST_EXP_DT,0.602,0.9263333333333333,-0.32433333333333336
G_797000_LAST_EXP_DT,0.448,0.6962222222222222,-0.24822222222222218
G_035000_LAST_EXP_DT,0.928,0.9957777777777778,-0.06777777777777771
G_422000_LAST_EXP_DT,0.698,0.942,-0.244
G_439970_LAST_EXP_DT,0.878,0.986,-0.10799999999999998
G_414000_LAST_EXP_DT,0.786,0.9805555555555555,-0.19455555555555548
G_445050_LAST_EXP_DT,0.905,0.996,-0.09099999999999997
G_502500_LAST_EXP_DT,0.743,0.9715555555555555,-0.2285555555555555
G_674060_LAST_EXP_DT,0.907,0.9968888888888889,-0.08988888888888891
G_614000_LAST_EXP_DT,0.936,0.9981111111111111,-0.062111111111111006
G_491030_LAST_EXP_DT,0.923,0.9954444444444445,-0.07244444444444442
G_259900_LAST_EXP_DT,0.928,0.9914444444444445,-0.06344444444444441
G_300420_LAST_EXP_DT,0.959,0.9992222222222222,-0.04022222222222227
G_879920_LAST_EXP_DT,0.973,0.9981111111111111,-0.025111111111111084
G_722000_LAST_EXP_DT,0.984,1.0,-0.016000000000000014
G_423000_LAST_EXP_DT,0.989,1.0,-0.01100000000000001
G_371000_LAST_EXP_DT,0.83,0.9645555555555556,-0.13455555555555565
G_352000_LAST_EXP_DT,0.996,1.0,-0.0040000000000000036
P_70450_FIRST_EXP_DT,0.747,0.9636666666666667,-0.21666666666666667
P_71010_FIRST_EXP_DT,0.703,0.9677777777777777,-0.2647777777777778
P_72100_FIRST_EXP_DT,0.904,0.9903333333333333,-0.08633333333333326
P_93010_FIRST_EXP_DT,0.532,0.8374444444444444,-0.3054444444444444
P_99284_FIRST_EXP_DT,0.7,0.8747777777777778,-0.1747777777777778
P_99285_FIRST_EXP_DT,0.58,0.8515555555555555,-0.27155555555555555
P_A0425_FIRST_EXP_DT,0.79,0.9454444444444444,-0.15544444444444439
P_A0427_FIRST_EXP_DT,0.859,0.9642222222222222,-0.10522222222222222
P_73610_FIRST_EXP_DT,0.926,0.9961111111111111,-0.07011111111111101
P_77052_FIRST_EXP_DT,0.887,0.976,-0.08899999999999997
P_90471_FIRST_EXP_DT,0.759,0.9408888888888889,-0.18188888888888888
P_99203_FIRST_EXP_DT,0.544,0.8916666666666667,-0.3476666666666667
P_99213_FIRST_EXP_DT,0.17,0.6282222222222222,-0.4582222222222222
P_99214_FIRST_EXP_DT,0.235,0.7335555555555555,-0.49855555555555553
P_99223_FIRST_EXP_DT,0.674,0.9112222222222223,-0.23722222222222222
P_99239_FIRST_EXP_DT,0.854,0.9815555555555555,-0.12755555555555553
P_G0202_FIRST_EXP_DT,0.891,0.9764444444444444,-0.08544444444444443
P_36415_FIRST_EXP_DT,0.501,0.8638888888888889,-0.3628888888888889
P_70551_FIRST_EXP_DT,0.891,0.9938888888888889,-0.10288888888888892
P_88313_FIRST_EXP_DT,0.962,0.9995555555555555,-0.037555555555555564
P_92012_FIRST_EXP_DT,0.95,0.9954444444444445,-0.04544444444444451
P_93000_FIRST_EXP_DT,0.695,0.9588888888888889,-0.26388888888888895
P_93306_FIRST_EXP_DT,0.749,0.965,-0.21599999999999997
P_94760_FIRST_EXP_DT,0.897,0.9964444444444445,-0.09944444444444445
P_99204_FIRST_EXP_DT,0.565,0.8918888888888888,-0.3268888888888889
P_99215_FIRST_EXP_DT,0.695,0.9685555555555555,-0.27355555555555555
P_99233_FIRST_EXP_DT,0.774,0.9636666666666667,-0.18966666666666665
P_99283_FIRST_EXP_DT,0.791,0.9527777777777777,-0.1617777777777777
P_G8553_FIRST_EXP_DT,0.863,0.9891111111111112,-0.12611111111111117
P_71020_FIRST_EXP_DT,0.655,0.935,-0.28
P_73130_FIRST_EXP_DT,0.932,0.9932222222222222,-0.06122222222222218
P_80053_FIRST_EXP_DT,0.666,0.9498888888888889,-0.28388888888888886
P_83735_FIRST_EXP_DT,0.88,0.9842222222222222,-0.10422222222222222
P_85025_FIRST_EXP_DT,0.635,0.9472222222222222,-0.3122222222222222
P_94010_FIRST_EXP_DT,0.931,0.9988888888888889,-0.06788888888888889
P_97001_FIRST_EXP_DT,0.863,0.9921111111111112,-0.12911111111111118
P_97110_FIRST_EXP_DT,0.859,0.9912222222222222,-0.13222222222222224
P_99205_FIRST_EXP_DT,0.766,0.9741111111111111,-0.20811111111111114
